txn_id	post_date	packet_number	source_transaction	description_vendor	amount	account	fund	sub_fund	acct_code	acct_name	section	acct_type	category	consolidated_name
1434	10/16/2025	APPKT04830	0978-100125.	38015        CARD# 0978 CO CLK OFFICE SUPPLIES 1038 - CARD SERVICES	26.53	01-02-63000	01	02	63000	OFFICE SUPPLIES	01 - COUNTY REVENUE	Expense	Office & Supplies	OFFICE SUPPLIES
1435	10/23/2025	APPKT04843	46016328	- QUILL CORPORATION 46016328 CO CLK OFFICE SUPPLIES, CALC 1225 RIBBON	27.97	01-02-63000	01	02	63000	OFFICE SUPPLIES	01 - COUNTY REVENUE	Expense	Office & Supplies	OFFICE SUPPLIES
1436	11/13/2025	APPKT04896	24826	24826 CO CLK ENVELOPES                1252 - STANDARD PRESS INC	262.75	01-02-63000	01	02	63000	OFFICE SUPPLIES	01 - COUNTY REVENUE	Expense	Other / Uncategorized	OFFICE SUPPLIES
1437	12/04/2025	APPKT04941	446739031001	446739031001 MANILA FILE FOLDERS      1210 - ODP BUSINESS SOLUTIONS LLC	7.08	01-02-63000	01	02	63000	OFFICE SUPPLIES	01 - COUNTY REVENUE	Expense	Other / Uncategorized	OFFICE SUPPLIES
1438	12/05/2025	GLPKT06458	JN00913	CORRECT QUILL EXP GL ACCT	-27.97	01-02-63000	01	02	63000	OFFICE SUPPLIES	01 - COUNTY REVENUE	Expense	Other / Uncategorized	OFFICE SUPPLIES
1439	12/11/2025	APPKT04964	448971326001	448971326001 CO CLK MANILA FOLDERS 1210 - ODP BUSINESS SOLUTIONS LLC	14.16	01-02-63000	01	02	63000	OFFICE SUPPLIES	01 - COUNTY REVENUE	Expense	Other / Uncategorized	OFFICE SUPPLIES
1440	01/30/2025	APPKT04219	994946822-012825	2564 - T-MOBILE 994946822 CO CLK CELL PHONES 11/21/24-1/20/25	77.38	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Other / Uncategorized	TELEPHONE
1441	01/30/2025	APPKT04219	RCC2502	36605        RCC2502 CO CLK FEB PHONES            1146 - KANSAS COMMUNICATIONS SERVICES	162.6	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Other / Uncategorized	TELEPHONE
1442	03/06/2025	APPKT04301	994946822-022725	2564 - T-MOBILE 994946822 CO CLK CELL PH 1/21/25-2/20/25	38.69	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Other / Uncategorized	TELEPHONE
1443	03/06/2025	APPKT04301	RCC2503	36778        RCC2503 CO CLK MARCH PHONE           1146 - KANSAS COMMUNICATIONS SERVICES	162.6	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Other / Uncategorized	TELEPHONE
1444	03/27/2025	APPKT04362	RCC2504	36925        RCC2504 CO CLK APRIL PHONES          1146 - KANSAS COMMUNICATIONS SERVICES	162.6	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Other / Uncategorized	TELEPHONE
1445	04/03/2025	APPKT04378	994946822-040325	2564 - T-MOBILE 994946822 CO CLK CELL PHONE 2/21/25-3/20/25	38.69	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Office & Supplies	TELEPHONE
1446	04/30/2025	APPKT04423	994946822-042825	2564 - T-MOBILE 994946822 CO CLK CELL PHONES 3/21/25-4/20/25	38.69	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Other / Uncategorized	TELEPHONE
1447	04/30/2025	APPKT04423	RCC2505	37103        RCC2505 CO CLK MAY PHONES            1146 - KANSAS COMMUNICATIONS SERVICES	162.6	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Other / Uncategorized	TELEPHONE
1448	05/29/2025	APPKT04495	RCC2506	37222        RCC2506 CO CLK JUNE PHONE            1146 - KANSAS COMMUNICATIONS SERVICES	162.6	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Other / Uncategorized	TELEPHONE
1449	06/05/2025	APPKT04499	994946822-060225	2564 - T-MOBILE 994946822 CO CLK CELL PH 4/21/25-5/20/25	38.69	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Other / Uncategorized	TELEPHONE
1450	07/03/2025	APPKT04588	994946822-070125	2564 - T-MOBILE 994946822 CO CLK CELL PHONE 5/21/25-6/20/25	39.22	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Office & Supplies	TELEPHONE
1451	07/03/2025	APPKT04588	RCC2507	37432        RCC2507 CO CLK JULY PHONE            1146 - KANSAS COMMUNICATIONS SERVICES	162.6	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Other / Uncategorized	TELEPHONE
1452	07/31/2025	APPKT04628	994946822-072125	2564 - T-MOBILE 994946822 CO CLK CELL PHONE 6/21/25-7/20/25	39.22	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Office & Supplies	TELEPHONE
1453	07/31/2025	APPKT04628	RCC2508	37562        RCC2508 CO CLK AUG PHONES            1146 - KANSAS COMMUNICATIONS SERVICES	162.6	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Other / Uncategorized	TELEPHONE
1454	09/04/2025	APPKT04725	994946822-082125	2564 - T-MOBILE 994946822 CO CLK CELL PHONE 7/21/25-8/20/25	39.22	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Office & Supplies	TELEPHONE
1455	09/04/2025	APPKT04725	RCC2509	37773        RCC2509 CO CLK SEPT PHONE            1146 - KANSAS COMMUNICATIONS SERVICES	162.6	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Other / Uncategorized	TELEPHONE
1456	10/02/2025	APPKT04794	994946822-092925	2564 - T-MOBILE 994946822 CO CLK CELL PHONE 8/21/25-9/20/25	39.22	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Office & Supplies	TELEPHONE
1457	10/02/2025	APPKT04794	RCC2510	37950        RCC2510 CO CLK OCT PHONES            1146 - KANSAS COMMUNICATIONS SERVICES	162.6	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Other / Uncategorized	TELEPHONE
1458	10/29/2025	APPKT04860	994946822-102825	2564 - T-MOBILE 994946822 CO CLK CELL PH 9/21/25-10/20/25	39.23	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Other / Uncategorized	TELEPHONE
1459	10/29/2025	APPKT04860	RCC2511	38090        RCC2511 CO CLK NOV PHONE            1146 - KANSAS COMMUNICATIONS SERVICES	162.6	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Other / Uncategorized	TELEPHONE
1460	12/04/2025	APPKT04941	994946822-452558	2564 - T-MOBILE 994946822 CO CLK CELL PHONE 10/21/25-11/20/25	39.23	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Office & Supplies	TELEPHONE
1461	12/04/2025	APPKT04941	RCC2512	38286        RCC2512 CO CLK DEC PHONES           1146 - KANSAS COMMUNICATIONS SERVICES	162.6	01-02-63024	01	02	63024	TELEPHONE	01 - COUNTY REVENUE	Expense	Other / Uncategorized	TELEPHONE
1462	01/30/2025	APPKT04219	6999168909	1304 - AT&T INTERNET 6999168909 CO CLK INTERNET 1/11/25-2/10/25	101.4	01-02-63027	01	02	63027	INTERNET	01 - COUNTY REVENUE	Expense	Office & Supplies	INTERNET
1463	03/06/2025	APPKT04301	9190078901	1304 - AT&T INTERNET 9190078901   CO CLK INTERNET 2/11/25-3/10/25	101.4	01-02-63027	01	02	63027	INTERNET	01 - COUNTY REVENUE	Expense	Office & Supplies	INTERNET
1464	03/27/2025	APPKT04362	3038979908	1304 - AT&T INTERNET 3038979908 CO CLK INTERNET 3/11/25-4/10/25	101.4	01-02-63027	01	02	63027	INTERNET	01 - COUNTY REVENUE	Expense	Office & Supplies	INTERNET
1465	04/24/2025	APPKT04405	6876511015	1304 - AT&T INTERNET 6876511015 CO CLK INTERNET 4/11/25-5/10/25	101.4	01-02-63027	01	02	63027	INTERNET	01 - COUNTY REVENUE	Expense	Office & Supplies	INTERNET
1466	05/29/2025	APPKT04495	1372272012.	1304 - AT&T INTERNET 1372272012 CO CLK INTERNET 5/11/25-6/10/25	101.4	01-02-63027	01	02	63027	INTERNET	01 - COUNTY REVENUE	Expense	Office & Supplies	INTERNET
1467	06/26/2025	APPKT04551	8407482011	1304 - AT&T INTERNET 8407482011 CO CLK INTERNET 6/11/25-7/10/25	101.4	01-02-63027	01	02	63027	INTERNET	01 - COUNTY REVENUE	Expense	Office & Supplies	INTERNET
1468	07/31/2025	APPKT04628	9010044016	1304 - AT&T INTERNET 9010044016 CO CLK INTERNET 7/11/25-8/10/25	101.4	01-02-63027	01	02	63027	INTERNET	01 - COUNTY REVENUE	Expense	Office & Supplies	INTERNET
1469	09/04/2025	APPKT04725	0831574018	1304 - AT&T INTERNET 0831574018   CO CLK INTERNET 7/11/25-8/10/25	101.4	01-02-63027	01	02	63027	INTERNET	01 - COUNTY REVENUE	Expense	Office & Supplies	INTERNET
1470	11/20/2025	APPKT04928	9989800-110425	2798 - UNITED SERVICES INC 9989800 CO CLK PARTIAL INTERNET 10/27-10/31/25	6.45	01-02-63027	01	02	63027	INTERNET	01 - COUNTY REVENUE	Expense	Office & Supplies	INTERNET
1471	12/11/2025	APPKT04964	9989800-120225	2798 - UNITED SERVICES INC 9989800 CO CLK INTERNET 11/1/25-11/30/25	40.0	01-02-63027	01	02	63027	INTERNET	01 - COUNTY REVENUE	Expense	Office & Supplies	INTERNET
1472	06/26/2025	APPKT04551	025-510800	1277 - TYLER TECHNOLOGIES INC 025-510800 CO CLK ANNUAL SFTWRE RENEWAL	10591.94	01-02-63058	01	02	63058	SOFTWARE MAINT/UPGRADE/PURC	01 - COUNTY REVENUE	Expense	Other / Uncategorized	SOFTWARE MAINT/UPGRADE/PURC
1473	09/04/2025	APPKT04725	8477	1199 - MORGANSITES.COM 8477 CO CLK CLASSIC WEB HOSTING 10/1/25-9/30/26	100.0	01-02-63058	01	02	63058	SOFTWARE MAINT/UPGRADE/PURC	01 - COUNTY REVENUE	Expense	Other / Uncategorized	SOFTWARE MAINT/UPGRADE/PURC
1474	11/06/2025	APPKT04876	P1031056	P1031056 CO CLK MONTHLY HUNTRESS MANAGEMENT 38163 1221 - PCnet	48.0	01-02-63058	01	02	63058	SOFTWARE MAINT/UPGRADE/PURC	01 - COUNTY REVENUE	Expense	Other / Uncategorized	SOFTWARE MAINT/UPGRADE/PURC
1475	03/20/2025	APPKT04331	031425	CO CLK MILEAGE REIMB/ CHILLICOTHE NW MEETING 36885 1850 - HEATHER MAULSBY	76.64	01-02-64010	01	02	64010	MILEAGE & MEALS	01 - COUNTY REVENUE	Expense	Travel & Training	MILEAGE & MEALS
1476	07/03/2025	APPKT04588	063025	NORTHWEST TRAINING MILEAGE REIMB 6/30/25 37431 1850 - HEATHER MAULSBY	106.11	01-02-64010	01	02	64010	MILEAGE & MEALS	01 - COUNTY REVENUE	Expense	Travel & Training	MILEAGE & MEALS
1477	08/07/2025	APPKT04671	080525	37615        MILEAGE REIMB/ 33 MILES 8/1/25       2665 - LYNDSEY CHURCH	21.62	01-02-64010	01	02	64010	MILEAGE & MEALS	01 - COUNTY REVENUE	Expense	Travel & Training	MILEAGE & MEALS
1478	09/25/2025	APPKT04769	092225	37916        TRAINING MEALS REIMB 9/15/25-9/19/25 1850 - HEATHER MAULSBY	72.43	01-02-64010	01	02	64010	MILEAGE & MEALS	01 - COUNTY REVENUE	Expense	Travel & Training	MILEAGE & MEALS
1479	09/25/2025	APPKT04769	092225	37916        TRAINING MILEAGE REIMB 94 MILES      1850 - HEATHER MAULSBY	65.8	01-02-64010	01	02	64010	MILEAGE & MEALS	01 - COUNTY REVENUE	Expense	Travel & Training	MILEAGE & MEALS
1480	11/20/2025	APPKT04914	111425	MILEAGE REIMB PICKING UP ELECTION EQUIP 38233 HEATHER MAULSBY 109- MILES	76.3	01-02-64010	01	02	64010	MILEAGE & MEALS	01 - COUNTY REVENUE	Expense	Infrastructure & Equipment	MILEAGE & MEALS
1481	11/20/2025	APPKT04914	111725	38244        MILEAGE REIMB 11/14/25               1664 - TRINA HUDSON	16.1	01-02-64010	01	02	64010	MILEAGE & MEALS	01 - COUNTY REVENUE	Expense	Travel & Training	MILEAGE & MEALS
1482	12/11/2025	APPKT04964	120825	38345        MILEAGE REIMB 90 MILES               1850 - HEATHER MAULSBY	63.0	01-02-64010	01	02	64010	MILEAGE & MEALS	01 - COUNTY REVENUE	Expense	Travel & Training	MILEAGE & MEALS
1483	10/16/2025	APPKT04802	3208-100125	CARD# 3208    CO CLK LODGING 9/15/25-9/18/25 37980 1038 - CARD SERVICES	1113.22	01-02-64020	01	02	64020	LODGING	01 - COUNTY REVENUE	Expense	Travel & Training	LODGING
1484	03/06/2025	APPKT04301	2025	MISSOURI ASSOCIATION OF COUNTY CLERKS & ELECTION AUTHORITIES 2025 H. MAULSBY 2025 MACCEA ASSOCIATION 1852 -DUES	650.0	01-02-64030	01	02	64030	REGISTRATION	01 - COUNTY REVENUE	Expense	Travel & Training	REGISTRATION
1485	05/15/2025	APPKT04462	050925	37155              CO CLK REGISTRATION 9/16/25-9/19/25 1852 - MISSOURI ASSOCIATION OF COUNTY CLERKS & ELECTION AUTHORITIES	400.0	01-02-64030	01	02	64030	REGISTRATION	01 - COUNTY REVENUE	Expense	Travel & Training	REGISTRATION
1486	06/12/2025	APPKT04518	060925	37335              CO CLK MISC PUBLICATION                   1263 - THE LAWSON REVIEW	15.0	01-02-90000	01	02	90000	MISC EXPENSE	01 - COUNTY REVENUE	Transfers/Special	Other / Uncategorized	MISC EXPENSE
1487	01/10/2025	PYPKT01855	PYPKT01855	PYPKT01855 - 01/10/2025 PAYROLL - Pay 1/10/2025 - 01/10/2025 PAYROLL: 12/21/2024-1/3/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1488	01/24/2025	PYPKT01870	PYPKT01870	PYPKT01870 - 01/24/2025 PAYROLL - Pay 1/24/2025 - 01/24/2025 PAYROLL: 1/4/2025-1/17/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1489	02/07/2025	PYPKT01887	PYPKT01887	PYPKT01887 - 02/07/2025 PAYROLL - Pay 2/7/2025 - 02/07/2025 PAYROLL: 1/18/2025-1/31/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1490	02/21/2025	PYPKT01896	PYPKT01896	PYPKT01896 - 02/21/2025 PAYROLL - Pay 2/21/2025 - 02/21/2025 PAYROLL: 2/1/2025-2/14/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1491	03/07/2025	PYPKT01917	PYPKT01917	PYPKT01917 - 03/07/2025 PAYROLL - Pay 3/7/2025 - 03/07/2025 PAYROLL: 2/15/2025-2/28/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1492	03/21/2025	PYPKT01931	PYPKT01931	PYPKT01931 - 03/21/2025 PAYROLL - Pay 3/21/2025 - 03/21/2025 PAYROLL: 3/1/2025-3/14/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1493	04/04/2025	PYPKT01952	PYPKT01952	PYPKT01952 - 04/04/2025 PAYROLL - Pay 4/4/2025 - 04/04/2025 PAYROLL: 3/15/2025-3/28/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1494	04/17/2025	PYPKT01958	PYPKT01958	PYPKT01958 - 04/17/2025 PAYROLL - Pay 4/17/2025 - 04/17/2025 PAYROLL: 3/29/2025-4/11/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1495	05/02/2025	PYPKT01973	PYPKT01973	PYPKT01973 - 05/02/2025 PAYROLL - Pay 5/2/2025 - 05/02/2025 PAYROLL: 4/12/2025-4/25/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1496	05/16/2025	PYPKT01982	PYPKT01982	PYPKT01982 - 05/16/2025 PAYROLL - Pay 5/16/2025 - 05/16/2025 PAYROLL : 4/26/2025-5/9/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1497	05/30/2025	PYPKT01989	PYPKT01989	PYPKT01989 - 05/30/2025 PAYROLL - Pay 5/30/2025 - 05/30/2025 PAYROLL: 5/10/2025-5/23/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1498	06/06/2025	PYPKT02002	PYPKT02002	PYPKT02002 - 06/13/2025 PAYROLL - Pay 6/13/2025 - 06/13/2025 PAYROLL: 5/24/2025-6/6/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1499	06/27/2025	PYPKT02013	PYPKT02013	PYPKT02013 - 06/27/2025 PAYROLL - Pay 6/27/2025 - 06/27/2025 PAYROLL: 6/7/2025-6/20/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1500	07/07/2025	PYPKT02032	PYPKT02032	PYPKT02032 - 07/11/2025 PAYROLL - Pay 7/11/2025 - 07/11/2025 PAYROLL: 6/21/2025-7/4/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1501	07/21/2025	PYPKT02040	PYPKT02040	PYPKT02040 - 07/25/2025 PAYROLL - Pay 7/25/2025 - 07/25/2025 PAYROLL: 7/5/2025-7/18/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1502	08/04/2025	PYPKT02055	PYPKT02055	PYPKT02055 - 08/08/2025 PAYROLL - Pay 8/8/2025 - 08/08/2025 PAYROLL: 7/19/2025-8/1/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1503	08/18/2025	PYPKT02060	PYPKT02060	PYPKT02060 - 08/22/2025 PAYROLL - Pay 8/22/2025 - 08/22/2025 PAYROLL: 8/2/2025-8/15/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1504	09/02/2025	PYPKT02068	PYPKT02068	PYPKT02068 - 09/05/2025 PAYROLL - Pay 9/5/2025 - 09/05/2025 PAYROLL: 8/16/2025-8/29/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1505	09/15/2025	PYPKT02074	PYPKT02074	PYPKT02074 - 09/19/2025 PAYROLL - Pay 9/19/2025 - 09/19/2025 PAYROLL: 8/30/2025-9/12/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1506	09/29/2025	PYPKT02093	PYPKT02093	PYPKT02093 - 10/03/2025 PAYROLL - Pay 10/3/2025 - 10/03/2025 PAYROLL: 9/13/2025-9/26/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1507	10/14/2025	PYPKT02108	PYPKT02108	PYPKT02108 - 10/17/2025 PAYROLL - Pay 10/17/2025 - 10/17/2025 PAYROLL: 9/27/2025-10/10/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1508	10/27/2025	PYPKT02120	PYPKT02120	PYPKT02120 - 10/31/2025 PAYROLL - Pay 10/31/2025 - 10/31/2025 PAYROLL: 10/11/2025-10/24/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1509	11/10/2025	PYPKT02134	PYPKT02134	PYPKT02134 - 11/14/2025 PAYROLL - Pay 11/14/2025 - 11/14/2025 PAYROLL: 10/25/2025-11/7/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1510	11/21/2025	PYPKT02146	PYPKT02146	PYPKT02146 - 11/26/2025 PAYROLL - Pay 11/26/2025 - 11/26/2025 PAYROLL: 11/8/2025-11/21/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1511	12/08/2025	PYPKT02158	PYPKT02158	PYPKT02158 - 12/12/2025 PAYROLL - Pay 12/12/2025 - 12/12/2025 PAYROLL: 11/22/2025-12/5/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1512	12/18/2025	PYPKT02167	PYPKT02167	PYPKT02167 - 12/26/2025 PAYROLL - Pay 12/26/2025 - 12/26/2025 PAYROLL: 12/6/2025-12/19/2025	1964.73	01-03-51000	01	03	51000	TREASURER SALARY	01 - COUNTY REVENUE	Expense	Personnel - Salary	COMMISSIONER SALARY
1513	01/10/2025	PYPKT01855	PYPKT01855	PYPKT01855 - 01/10/2025 PAYROLL - Pay 1/10/2025 - 01/10/2025 PAYROLL: 12/21/2024-1/3/2025	115.82	01-03-51500	01	03	51500	SOC SEC	01 - COUNTY REVENUE	Expense	Personnel - Salary	SOC SEC
1514	01/24/2025	PYPKT01870	PYPKT01870	PYPKT01870 - 01/24/2025 PAYROLL - Pay 1/24/2025 - 01/24/2025 PAYROLL: 1/4/2025-1/17/2025	115.82	01-03-51500	01	03	51500	SOC SEC	01 - COUNTY REVENUE	Expense	Personnel - Salary	SOC SEC
1515	02/07/2025	PYPKT01887	PYPKT01887	PYPKT01887 - 02/07/2025 PAYROLL - Pay 2/7/2025 - 02/07/2025 PAYROLL: 1/18/2025-1/31/2025	115.82	01-03-51500	01	03	51500	SOC SEC	01 - COUNTY REVENUE	Expense	Personnel - Salary	SOC SEC
1516	02/21/2025	PYPKT01896	PYPKT01896	PYPKT01896 - 02/21/2025 PAYROLL - Pay 2/21/2025 - 02/21/2025 PAYROLL: 2/1/2025-2/14/2025	115.82	01-03-51500	01	03	51500	SOC SEC	01 - COUNTY REVENUE	Expense	Personnel - Salary	SOC SEC
1517	03/07/2025	PYPKT01917	PYPKT01917	PYPKT01917 - 03/07/2025 PAYROLL - Pay 3/7/2025 - 03/07/2025 PAYROLL: 2/15/2025-2/28/2025	115.82	01-03-51500	01	03	51500	SOC SEC	01 - COUNTY REVENUE	Expense	Personnel - Salary	SOC SEC
1518	03/21/2025	PYPKT01931	PYPKT01931	PYPKT01931 - 03/21/2025 PAYROLL - Pay 3/21/2025 - 03/21/2025 PAYROLL: 3/1/2025-3/14/2025	115.82	01-03-51500	01	03	51500	SOC SEC	01 - COUNTY REVENUE	Expense	Personnel - Salary	SOC SEC
1519	04/04/2025	PYPKT01952	PYPKT01952	PYPKT01952 - 04/04/2025 PAYROLL - Pay 4/4/2025 - 04/04/2025 PAYROLL: 3/15/2025-3/28/2025	115.82	01-03-51500	01	03	51500	SOC SEC	01 - COUNTY REVENUE	Expense	Personnel - Salary	SOC SEC
1520	04/17/2025	PYPKT01958	PYPKT01958	PYPKT01958 - 04/17/2025 PAYROLL - Pay 4/17/2025 - 04/17/2025 PAYROLL: 3/29/2025-4/11/2025	115.82	01-03-51500	01	03	51500	SOC SEC	01 - COUNTY REVENUE	Expense	Personnel - Salary	SOC SEC
1521	05/02/2025	PYPKT01973	PYPKT01973	PYPKT01973 - 05/02/2025 PAYROLL - Pay 5/2/2025 - 05/02/2025 PAYROLL: 4/12/2025-4/25/2025	121.81	01-03-51500	01	03	51500	SOC SEC	01 - COUNTY REVENUE	Expense	Personnel - Salary	SOC SEC
1522	05/16/2025	PYPKT01982	PYPKT01982	PYPKT01982 - 05/16/2025 PAYROLL - Pay 5/16/2025 - 05/16/2025 PAYROLL : 4/26/2025-5/9/2025	115.82	01-03-51500	01	03	51500	SOC SEC	01 - COUNTY REVENUE	Expense	Personnel - Salary	SOC SEC
1523	05/30/2025	PYPKT01989	PYPKT01989	PYPKT01989 - 05/30/2025 PAYROLL - Pay 5/30/2025 - 05/30/2025 PAYROLL: 5/10/2025-5/23/2025	115.82	01-03-51500	01	03	51500	SOC SEC	01 - COUNTY REVENUE	Expense	Personnel - Salary	SOC SEC
1524	06/06/2025	PYPKT02002	PYPKT02002	PYPKT02002 - 06/13/2025 PAYROLL - Pay 6/13/2025 - 06/13/2025 PAYROLL: 5/24/2025-6/6/2025	115.82	01-03-51500	01	03	51500	SOC SEC	01 - COUNTY REVENUE	Expense	Personnel - Salary	SOC SEC
1525	06/27/2025	PYPKT02013	PYPKT02013	PYPKT02013 - 06/27/2025 PAYROLL - Pay 6/27/2025 - 06/27/2025 PAYROLL: 6/7/2025-6/20/2025	115.82	01-03-51500	01	03	51500	SOC SEC	01 - COUNTY REVENUE	Expense	Personnel - Salary	SOC SEC
1526	07/07/2025	PYPKT02032	PYPKT02032	PYPKT02032 - 07/11/2025 PAYROLL - Pay 7/11/2025 - 07/11/2025 PAYROLL: 6/21/2025-7/4/2025	115.82	01-03-51500	01	03	51500	SOC SEC	01 - COUNTY REVENUE	Expense	Personnel - Salary	SOC SEC
1527	07/21/2025	PYPKT02040	PYPKT02040	PYPKT02040 - 07/25/2025 PAYROLL - Pay 7/25/2025 - 07/25/2025 PAYROLL: 7/5/2025-7/18/2025	115.82	01-03-51500	01	03	51500	SOC SEC	01 - COUNTY REVENUE	Expense	Personnel - Salary	SOC SEC
1528	08/04/2025	PYPKT02055	PYPKT02055	PYPKT02055 - 08/08/2025 PAYROLL - Pay 8/8/2025 - 08/08/2025 PAYROLL: 7/19/2025-8/1/2025	115.82	01-03-51500	01	03	51500	SOC SEC	01 - COUNTY REVENUE	Expense	Personnel - Salary	SOC SEC
1529	08/18/2025	PYPKT02060	PYPKT02060	PYPKT02060 - 08/22/2025 PAYROLL - Pay 8/22/2025 - 08/22/2025 PAYROLL: 8/2/2025-8/15/2025	115.82	01-03-51500	01	03	51500	SOC SEC	01 - COUNTY REVENUE	Expense	Personnel - Salary	SOC SEC
1530	09/02/2025	PYPKT02068	PYPKT02068	PYPKT02068 - 09/05/2025 PAYROLL - Pay 9/5/2025 - 09/05/2025 PAYROLL: 8/16/2025-8/29/2025	115.82	01-03-51500	01	03	51500	SOC SEC	01 - COUNTY REVENUE	Expense	Personnel - Salary	SOC SEC
